HCPCS_CODE,n,claims,unit_mean,unit_std,unit_p10,unit_p90,unit_iqr_like,cv,suspicion_score
99203,1543645,47756882.0,66.21927215015032,39.576519741048024,20.62857142857143,107.21964382530122,86.59107239672979,0.59765863405006,47.344483096933985
V2020,767111,47732976.0,22.078626411676993,19.376067613560558,1.25,42.46,41.21,0.8775938888713158,58.1404403398858
87880,1128830,47255481.0,10.629569620363888,16.137592320090878,0.0,15.3925,15.3925,1.5181792769083373,75.08224085348022
D0274,1310604,46867644.0,22.389160843183998,13.399469450612477,4.183986553432414,34.61,30.426013446567588,0.5984801996137216,36.50536872068372
D0150,1337726,46846802.0,38.28011813355451,27.214117919076067,14.188461538461537,66.0,51.81153846153846,0.7109204267376981,49.8785263271477
92015,1096440,45825988.0,11.060782691750498,11.106273386182504,0.0,20.904761904761905,20.904761904761905,1.0041127916260333,54.72897110719028
97140,465901,45357985.0,19.62090611921285,17.02022625928944,2.9986,36.127700534759356,33.12910053475935,0.8674536311359843,54.04985613042101
96372,917535,45287875.0,13.995103525545177,37.78585339299451,0.0,26.950807453416147,26.950807453416147,2.699933824999881,158.5743505467827
87804,635946,44801309.0,13.54328361717971,20.15730425534033,0.0,25.887965517241376,25.887965517241376,1.4883616724802768,86.37101375335023
99211,560277,44127221.0,31.335590607536197,66.07322268345916,0.0,76.04447096774194,76.04447096774194,2.1085679702353715,161.3236793728872
99309,692872,43693341.0,17.541016743113733,20.445422071516294,0.4181192156862746,40.2923462184874,39.87422700280113,1.1655779349017938,76.15156147634468
99308,645495,42495079.0,12.651856568356376,15.71489878341919,0.0,28.89137967914438,28.89137967914438,1.2421021925528153,74.18582253688709
A4657,190719,42471012.0,22.64604875570711,152.90733747445447,0.0,48.01313194504451,48.01313194504451,6.752053708085379,461.651796826597
83735,386431,42460893.0,4.953135765911288,18.81443570410641,0.0,7.243076923076923,7.243076923076923,3.798489803891917,140.7682015259395
81025,885615,42189148.0,6.280289077871455,28.62187425568947,0.0,8.11,8.11,4.557413504505454,176.8274465399264
99392,1367476,41373785.0,68.76535155282352,43.60976335533892,0.0,108.06,108.06,0.634182220705135,52.26739946183176
U0005,100577,41006238.0,15.657790891876587,12.108699914260908,0.0,25.865516483516487,25.865516483516487,0.7733338628594804,44.66819937095611
S5140,17873,40883741.0,703.1283319253904,1041.819607373585,68.34137494701156,1974.276246768508,1905.9348718214965,1.4816919758029798,196.27896866483147
90686,941983,39418111.0,5.59196720154817,9.00460350548913,0.0,17.340632633886628,17.340632633886628,1.6102747353375304,81.98121143075512
T1502,40326,39292553.0,48.13642223045009,63.25686005048972,2.9702364864864865,156.4733625,153.5031260135135,1.314116361778021,115.90901368755283
A0120,68008,39043765.0,47.44686945513517,99.56435700095798,0.0,114.05107032967034,114.05107032967034,2.098438909549219,174.14865516692734
J3490,286458,38495238.0,20.297652485371596,217.8823468509124,0.0,40.06546153846154,40.06546153846154,10.734361868099722,696.6099210193879
